;image_name;labels
0;00000_00000_00000.jpg;0
1;00000_00000_00001.jpg;0
2;00000_00000_00002.jpg;0
3;00000_00000_00003.jpg;0
4;00000_00000_00004.jpg;0
5;00000_00000_00005.jpg;0
6;00000_00000_00006.jpg;0
7;00000_00000_00007.jpg;0
8;00000_00000_00008.jpg;0
9;00000_00000_00009.jpg;0
10;00000_00000_00010.jpg;0
11;00000_00000_00011.jpg;0
12;00000_00000_00012.jpg;0
13;00000_00000_00013.jpg;0
14;00000_00000_00014.jpg;0
15;00000_00000_00015.jpg;0
16;00000_00000_00016.jpg;0
17;00000_00000_00017.jpg;0
18;00000_00000_00018.jpg;0
19;00000_00000_00019.jpg;0
20;00000_00000_00020.jpg;0
21;00000_00000_00021.jpg;0
22;00000_00000_00022.jpg;0
23;00000_00000_00023.jpg;0
24;00000_00000_00024.jpg;0
25;00000_00000_00025.jpg;0
26;00000_00000_00026.jpg;0
27;00000_00000_00027.jpg;0
28;00000_00000_00028.jpg;0
29;00000_00000_00029.jpg;0
30;00000_00001_00000.jpg;0
31;00000_00001_00001.jpg;0
32;00000_00001_00002.jpg;0
33;00000_00001_00003.jpg;0
34;00000_00001_00004.jpg;0
35;00000_00001_00005.jpg;0
36;00000_00001_00006.jpg;0
37;00000_00001_00007.jpg;0
38;00000_00001_00008.jpg;0
39;00000_00001_00009.jpg;0
40;00000_00001_00010.jpg;0
41;00000_00001_00011.jpg;0
42;00000_00001_00012.jpg;0
43;00000_00001_00013.jpg;0
44;00000_00001_00014.jpg;0
45;00000_00001_00015.jpg;0
46;00000_00001_00016.jpg;0
47;00000_00001_00017.jpg;0
48;00000_00001_00018.jpg;0
49;00000_00001_00019.jpg;0
50;00000_00001_00020.jpg;0
51;00000_00001_00021.jpg;0
52;00000_00001_00022.jpg;0
53;00000_00001_00023.jpg;0
54;00000_00001_00024.jpg;0
55;00000_00001_00025.jpg;0
56;00000_00001_00026.jpg;0
57;00000_00001_00027.jpg;0
58;00000_00001_00028.jpg;0
59;00000_00001_00029.jpg;0
60;00000_00002_00000.jpg;0
61;00000_00002_00001.jpg;0
62;00000_00002_00002.jpg;0
63;00000_00002_00003.jpg;0
64;00000_00002_00004.jpg;0
65;00000_00002_00005.jpg;0
66;00000_00002_00006.jpg;0
67;00000_00002_00007.jpg;0
68;00000_00002_00008.jpg;0
69;00000_00002_00009.jpg;0
70;00000_00002_00010.jpg;0
71;00000_00002_00011.jpg;0
72;00000_00002_00012.jpg;0
73;00000_00002_00013.jpg;0
74;00000_00002_00014.jpg;0
75;00000_00002_00015.jpg;0
